GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,URB_AREAA,CDA,AIANHHA,ZIPA,AREANAME,DSN001,DSN002
"G4802050","1980","3","7","Texas","48",,"Hartley","205",,,,,,,,,"HARTLEY COUNTY",1109,39
"G4802070","1980","3","7","Texas","48",,"Haskell","207",,,,,,,,,"HASKELL COUNTY",2331,273
"G4802090","1980","3","7","Texas","48","0640","Hays","209",,,,,,,,,"HAYS COUNTY",10166,554
"G4802110","1980","3","7","Texas","48",,"Hemphill","211",,,,,,,,,"HEMPHILL COUNTY",1035,11
"G4802130","1980","3","7","Texas","48",,"Henderson","213",,,,,,,,,"HENDERSON COUNTY",11785,850
"G4802150","1980","3","7","Texas","48","4880","Hidalgo","215",,,,,,,,,"HIDALGO COUNTY",50696,8180
"G4802170","1980","3","7","Texas","48",,"Hill","217",,,,,,,,,"HILL COUNTY",7646,751
"G4802190","1980","3","7","Texas","48",,"Hockley","219",,,,,,,,,"HOCKLEY COUNTY",6144,343
"G4802210","1980","3","7","Texas","48","1920","Hood","221",,,,,,,,,"HOOD COUNTY",5421,242
"G4802230","1980","3","7","Texas","48",,"Hopkins","223",,,,,,,,,"HOPKINS COUNTY",6859,577
"G4802250","1980","3","7","Texas","48",,"Houston","225",,,,,,,,,"HOUSTON COUNTY",5274,949
"G4802270","1980","3","7","Texas","48",,"Howard","227",,,,,,,,,"HOWARD COUNTY",9893,507
"G4802290","1980","3","7","Texas","48",,"Hudspeth","229",,,,,,,,,"HUDSPETH COUNTY",742,50
"G4802310","1980","3","7","Texas","48",,"Hunt","231",,,,,,,,,"HUNT COUNTY",15247,1036
"G4802330","1980","3","7","Texas","48",,"Hutchinson","233",,,,,,,,,"HUTCHINSON COUNTY",8325,290
"G4802350","1980","3","7","Texas","48",,"Irion","235",,,,,,,,,"IRION COUNTY",427,16
"G4802370","1980","3","7","Texas","48",,"Jack","237",,,,,,,,,"JACK COUNTY",2333,140
"G4802390","1980","3","7","Texas","48",,"Jackson","239",,,,,,,,,"JACKSON COUNTY",3777,310
"G4802410","1980","3","7","Texas","48",,"Jasper","241",,,,,,,,,"JASPER COUNTY",8243,848
"G4802430","1980","3","7","Texas","48",,"Jeff Davis","243",,,,,,,,,"JEFF DAVIS COUNTY",534,29
"G4802450","1980","3","7","Texas","48","0840","Jefferson","245",,,,,,,,,"JEFFERSON COUNTY",69445,3914
"G4802470","1980","3","7","Texas","48",,"Jim Hogg","247",,,,,,,,,"JIM HOGG COUNTY",1044,175
"G4802490","1980","3","7","Texas","48",,"Jim Wells","249",,,,,,,,,"JIM WELLS COUNTY",8448,1267
"G4802510","1980","3","7","Texas","48","1920","Johnson","251",,,,,,,,,"JOHNSON COUNTY",18490,893
"G4802530","1980","3","7","Texas","48","0040","Jones","253",,,,,,,,,"JONES COUNTY",5030,353
"G4802550","1980","3","7","Texas","48",,"Karnes","255",,,,,,,,,"KARNES COUNTY",3464,432
"G4802570","1980","3","7","Texas","48","1920","Kaufman","257",,,,,,,,,"KAUFMAN COUNTY",9766,720
"G4802590","1980","3","7","Texas","48",,"Kendall","259",,,,,,,,,"KENDALL COUNTY",3123,75
"G4802610","1980","3","7","Texas","48",,"Kenedy","261",,,,,,,,,"KENEDY COUNTY",103,9
"G4802630","1980","3","7","Texas","48",,"Kent","263",,,,,,,,,"KENT COUNTY",317,15
"G4802650","1980","3","7","Texas","48",,"Kerr","265",,,,,,,,,"KERR COUNTY",9159,501
"G4802670","1980","3","7","Texas","48",,"Kimble","267",,,,,,,,,"KIMBLE COUNTY",1363,81
"G4802690","1980","3","7","Texas","48",,"King","269",,,,,,,,,"KING COUNTY",115,7
"G4802710","1980","3","7","Texas","48",,"Kinney","271",,,,,,,,,"KINNEY COUNTY",570,56
"G4802730","1980","3","7","Texas","48",,"Kleberg","273",,,,,,,,,"KLEBERG COUNTY",7787,731
"G4802750","1980","3","7","Texas","48",,"Knox","275",,,,,,,,,"KNOX COUNTY",1609,171
"G4802770","1980","3","7","Texas","48",,"Lamar","277",,,,,,,,,"LAMAR COUNTY",11253,1426
"G4802790","1980","3","7","Texas","48",,"Lamb","279",,,,,,,,,"LAMB COUNTY",4903,365
"G4802810","1980","3","7","Texas","48",,"Lampasas","281",,,,,,,,,"LAMPASAS COUNTY",3460,213
"G4802830","1980","3","7","Texas","48",,"La Salle","283",,,,,,,,,"LA SALLE COUNTY",1141,301
"G4802850","1980","3","7","Texas","48",,"Lavaca","285",,,,,,,,,"LAVACA COUNTY",5788,670
"G4802870","1980","3","7","Texas","48",,"Lee","287",,,,,,,,,"LEE COUNTY",2783,269
"G4802890","1980","3","7","Texas","48",,"Leon","289",,,,,,,,,"LEON COUNTY",2763,449
"G4802910","1980","3","7","Texas","48","3360","Liberty","291",,,,"42",,,,,"LIBERTY COUNTY",12773,943
"G4802930","1980","3","7","Texas","48",,"Limestone","293",,,,,,,,,"LIMESTONE COUNTY",5889,791
"G4802950","1980","3","7","Texas","48",,"Lipscomb","295",,,,,,,,,"LIPSCOMB COUNTY",1180,41
"G4802970","1980","3","7","Texas","48",,"Live Oak","297",,,,,,,,,"LIVE OAK COUNTY",2637,227
"G4802990","1980","3","7","Texas","48",,"Llano","299",,,,,,,,,"LLANO COUNTY",3545,227
"G4803010","1980","3","7","Texas","48",,"Loving","301",,,,,,,,,"LOVING COUNTY",30,0
"G4803030","1980","3","7","Texas","48","4600","Lubbock","303",,,,,,,,,"LUBBOCK COUNTY",60723,2453
"G4803050","1980","3","7","Texas","48",,"Lynn","305",,,,,,,,,"LYNN COUNTY",2174,203
"G4803070","1980","3","7","Texas","48",,"McCulloch","307",,,,,,,,,"MCCULLOCH COUNTY",2878,307
"G4803090","1980","3","7","Texas","48","8800","McLennan","309",,,,,,,,,"MCLENNAN COUNTY",51647,3974
"G4803110","1980","3","7","Texas","48",,"McMullen","311",,,,,,,,,"MCMULLEN COUNTY",249,7
"G4803130","1980","3","7","Texas","48",,"Madison","313",,,,,,,,,"MADISON COUNTY",2314,334
"G4803150","1980","3","7","Texas","48",,"Marion","315",,,,,,,,,"MARION COUNTY",2707,370
"G4803170","1980","3","7","Texas","48",,"Martin","317",,,,,,,,,"MARTIN COUNTY",1148,62
"G4803190","1980","3","7","Texas","48",,"Mason","319",,,,,,,,,"MASON COUNTY",1204,79
"G4803210","1980","3","7","Texas","48",,"Matagorda","321",,,,,,,,,"MATAGORDA COUNTY",10493,459
"G4803230","1980","3","7","Texas","48",,"Maverick","323",,,,,,,,,"MAVERICK COUNTY",5502,1096
"G4803250","1980","3","7","Texas","48",,"Medina","325",,,,,,,,,"MEDINA COUNTY",5973,589
"G4803270","1980","3","7","Texas","48",,"Menard","327",,,,,,,,,"MENARD COUNTY",770,102
"G4803290","1980","3","7","Texas","48","5040","Midland","329",,,,,,,,,"MIDLAND COUNTY",23129,596
"G4803310","1980","3","7","Texas","48",,"Milam","331",,,,,,,,,"MILAM COUNTY",6536,863
"G4803330","1980","3","7","Texas","48",,"Mills","333",,,,,,,,,"MILLS COUNTY",1500,126
"G4803350","1980","3","7","Texas","48",,"Mitchell","335",,,,,,,,,"MITCHELL COUNTY",2785,260
"G4803370","1980","3","7","Texas","48",,"Montague","337",,,,,,,,,"MONTAGUE COUNTY",5693,378
"G4803390","1980","3","7","Texas","48","3360","Montgomery","339",,,,"42",,,,,"MONTGOMERY COUNTY",31314,1338
"G4803410","1980","3","7","Texas","48",,"Moore","341",,,,,,,,,"MOORE COUNTY",4779,149
"G4803430","1980","3","7","Texas","48",,"Morris","343",,,,,,,,,"MORRIS COUNTY",3753,339
"G4803450","1980","3","7","Texas","48",,"Motley","345",,,,,,,,,"MOTLEY COUNTY",652,53
"G4803470","1980","3","7","Texas","48",,"Nacogdoches","347",,,,,,,,,"NACOGDOCHES COUNTY",13177,1008
"G4803490","1980","3","7","Texas","48",,"Navarro","349",,,,,,,,,"NAVARRO COUNTY",10603,1078
"G4803510","1980","3","7","Texas","48",,"Newton","351",,,,,,,,,"NEWTON COUNTY",3301,410
"G4803530","1980","3","7","Texas","48",,"Nolan","353",,,,,,,,,"NOLAN COUNTY",5102,430
"G4803550","1980","3","7","Texas","48","1880","Nueces","355",,,,,,,,,"NUECES COUNTY",64691,4932
"G4803570","1980","3","7","Texas","48",,"Ochiltree","357",,,,,,,,,"OCHILTREE COUNTY",2922,40
"G4803590","1980","3","7","Texas","48",,"Oldham","359",,,,,,,,,"OLDHAM COUNTY",618,20
"G4803610","1980","3","7","Texas","48","0840","Orange","361",,,,,,,,,"ORANGE COUNTY",21934,1182
"G4803630","1980","3","7","Texas","48",,"Palo Pinto","363",,,,,,,,,"PALO PINTO COUNTY",7019,475
"G4803650","1980","3","7","Texas","48",,"Panola","365",,,,,,,,,"PANOLA COUNTY",5368,633
"G4803670","1980","3","7","Texas","48","1920","Parker","367",,,,,,,,,"PARKER COUNTY",13094,661
"G4803690","1980","3","7","Texas","48",,"Parmer","369",,,,,,,,,"PARMER COUNTY",2909,154
"G4803710","1980","3","7","Texas","48",,"Pecos","371",,,,,,,,,"PECOS COUNTY",3500,173
"G4803730","1980","3","7","Texas","48",,"Polk","373",,,,,,,,,"POLK COUNTY",6815,620
"G4803750","1980","3","7","Texas","48","0320","Potter","375",,,,,,,,,"POTTER COUNTY",31419,1564
"G4803770","1980","3","7","Texas","48",,"Presidio","377",,,,,,,,,"PRESIDIO COUNTY",1349,199
"G4803790","1980","3","7","Texas","48",,"Rains","379",,,,,,,,,"RAINS COUNTY",1428,180
"G4803810","1980","3","7","Texas","48","0320","Randall","381",,,,,,,,,"RANDALL COUNTY",23422,442
"G4803830","1980","3","7","Texas","48",,"Reagan","383",,,,,,,,,"REAGAN COUNTY",1191,55
"G4803850","1980","3","7","Texas","48",,"Real","385",,,,,,,,,"REAL COUNTY",707,97
"G4803870","1980","3","7","Texas","48",,"Red River","387",,,,,,,,,"RED RIVER COUNTY",3988,844
"G4803890","1980","3","7","Texas","48",,"Reeves","389",,,,,,,,,"REEVES COUNTY",3870,280
"G4803910","1980","3","7","Texas","48",,"Refugio","391",,,,,,,,,"REFUGIO COUNTY",2744,214
"G4803930","1980","3","7","Texas","48",,"Roberts","393",,,,,,,,,"ROBERTS COUNTY",350,5
"G4803950","1980","3","7","Texas","48",,"Robertson","395",,,,,,,,,"ROBERTSON COUNTY",3539,736
"G4803970","1980","3","7","Texas","48","1920","Rockwall","397",,,,,,,,,"ROCKWALL COUNTY",4017,168
"G4803990","1980","3","7","Texas","48",,"Runnels","399",,,,,,,,,"RUNNELS COUNTY",3781,308
"G4804010","1980","3","7","Texas","48",,"Rusk","401",,,,,,,,,"RUSK COUNTY",10349,979
"G4804030","1980","3","7","Texas","48",,"Sabine","403",,,,,,,,,"SABINE COUNTY",2680,272
"G4804050","1980","3","7","Texas","48",,"San Augustine","405",,,,,,,,,"SAN AUGUSTINE COUNTY",2025,418
"G4804070","1980","3","7","Texas","48",,"San Jacinto","407",,,,,,,,,"SAN JACINTO COUNTY",2875,406
"G4804090","1980","3","7","Texas","48","1880","San Patricio","409",,,,,,,,,"SAN PATRICIO COUNTY",12840,1152
"G4804110","1980","3","7","Texas","48",,"San Saba","411",,,,,,,,,"SAN SABA COUNTY",1794,225
"G4804130","1980","3","7","Texas","48",,"Schleicher","413",,,,,,,,,"SCHLEICHER COUNTY",816,51
"G4804150","1980","3","7","Texas","48",,"Scurry","415",,,,,,,,,"SCURRY COUNTY",5410,299
"G4804170","1980","3","7","Texas","48",,"Shackelford","417",,,,,,,,,"SHACKELFORD COUNTY",1287,78
"G4804190","1980","3","7","Texas","48",,"Shelby","419",,,,,,,,,"SHELBY COUNTY",5768,1003
"G4804210","1980","3","7","Texas","48",,"Sherman","421",,,,,,,,,"SHERMAN COUNTY",908,20
"G4804230","1980","3","7","Texas","48","8640","Smith","423",,,,,,,,,"SMITH COUNTY",34673,2327
"G4804250","1980","3","7","Texas","48",,"Somervell","425",,,,,,,,,"SOMERVELL COUNTY",1242,91
"G4804270","1980","3","7","Texas","48",,"Starr","427",,,,,,,,,"STARR COUNTY",4698,1198
"G4804290","1980","3","7","Texas","48",,"Stephens","429",,,,,,,,,"STEPHENS COUNTY",3320,195
"G4804310","1980","3","7","Texas","48",,"Sterling","431",,,,,,,,,"STERLING COUNTY",345,16
"G4804330","1980","3","7","Texas","48",,"Stonewall","433",,,,,,,,,"STONEWALL COUNTY",753,71
"G4804350","1980","3","7","Texas","48",,"Sutton","435",,,,,,,,,"SUTTON COUNTY",1524,68
"G4804370","1980","3","7","Texas","48",,"Swisher","437",,,,,,,,,"SWISHER COUNTY",2852,228
"G4804390","1980","3","7","Texas","48","1920","Tarrant","439",,,,,,,,,"TARRANT COUNTY",263051,10239
"G4804410","1980","3","7","Texas","48","0040","Taylor","441",,,,,,,,,"TAYLOR COUNTY",32447,1455
"G4804430","1980","3","7","Texas","48",,"Terrell","443",,,,,,,,,"TERRELL COUNTY",440,26
"G4804450","1980","3","7","Texas","48",,"Terry","445",,,,,,,,,"TERRY COUNTY",3561,268
"G4804470","1980","3","7","Texas","48",,"Throckmorton","447",,,,,,,,,"THROCKMORTON COUNTY",710,40
"G4804490","1980","3","7","Texas","48",,"Titus","449",,,,,,,,,"TITUS COUNTY",5828,439
"G4804510","1980","3","7","Texas","48","7200","Tom Green","451",,,,,,,,,"TOM GREEN COUNTY",25008,1143
"G4804530","1980","3","7","Texas","48","0640","Travis","453",,,,,,,,,"TRAVIS COUNTY",131557,5030
"G4804550","1980","3","7","Texas","48",,"Trinity","455",,,,,,,,,"TRINITY COUNTY",2938,423
"G4804570","1980","3","7","Texas","48",,"Tyler","457",,,,,,,,,"TYLER COUNTY",4704,398
"G4804590","1980","3","7","Texas","48",,"Upshur","459",,,,,,,,,"UPSHUR COUNTY",7156,665
"G4804610","1980","3","7","Texas","48",,"Upton","461",,,,,,,,,"UPTON COUNTY",1361,69
"G4804630","1980","3","7","Texas","48",,"Uvalde","463",,,,,,,,,"UVALDE COUNTY",5487,536
"G4804650","1980","3","7","Texas","48",,"Val Verde","465",,,,,,,,,"VAL VERDE COUNTY",7963,980
"G4804670","1980","3","7","Texas","48",,"Van Zandt","467",,,,,,,,,"VAN ZANDT COUNTY",8476,612
"G4804690","1980","3","7","Texas","48","8750","Victoria","469",,,,,,,,,"VICTORIA COUNTY",18877,1424
"G4804710","1980","3","7","Texas","48",,"Walker","471",,,,,,,,,"WALKER COUNTY",9188,780
"G4804730","1980","3","7","Texas","48","3360","Waller","473",,,,"42",,,,,"WALLER COUNTY",3617,294
"G4804750","1980","3","7","Texas","48",,"Ward","475",,,,,,,,,"WARD COUNTY",3607,146
"G4804770","1980","3","7","Texas","48",,"Washington","477",,,,,,,,,"WASHINGTON COUNTY",5744,606
"G4804790","1980","3","7","Texas","48","4080","Webb","479",,,,,,,,,"WEBB COUNTY",17673,2817
"G4804810","1980","3","7","Texas","48",,"Wharton","481",,,,,,,,,"WHARTON COUNTY",10735,917
"G4804830","1980","3","7","Texas","48",,"Wheeler","483",,,,,,,,,"WHEELER COUNTY",2211,145
"G4804850","1980","3","7","Texas","48","9080","Wichita","485",,,,,,,,,"WICHITA COUNTY",35990,1583
"G4804870","1980","3","7","Texas","48",,"Wilbarger","487",,,,,,,,,"WILBARGER COUNTY",4993,380
"G4804890","1980","3","7","Texas","48",,"Willacy","489",,,,,,,,,"WILLACY COUNTY",2991,601
"G4804910","1980","3","7","Texas","48","0640","Williamson","491",,,,,,,,,"WILLIAMSON COUNTY",20753,969
"G4804930","1980","3","7","Texas","48",,"Wilson","493",,,,,,,,,"WILSON COUNTY",4502,509
"G4804950","1980","3","7","Texas","48",,"Winkler","495",,,,,,,,,"WINKLER COUNTY",2751,113
"G4804970","1980","3","7","Texas","48","1920","Wise","497",,,,,,,,,"WISE COUNTY",7501,415
"G4804990","1980","3","7","Texas","48",,"Wood","499",,,,,,,,,"WOOD COUNTY",7265,566
"G4805010","1980","3","7","Texas","48",,"Yoakum","501",,,,,,,,,"YOAKUM COUNTY",2086,77
"G4805030","1980","3","7","Texas","48",,"Young","503",,,,,,,,,"YOUNG COUNTY",5724,324
"G4805050","1980","3","7","Texas","48",,"Zapata","505",,,,,,,,,"ZAPATA COUNTY",1568,297
"G4805070","1980","3","7","Texas","48",,"Zavala","507",,,,,,,,,"ZAVALA COUNTY",2016,666
"G4900010","1980","4","8","Utah","49",,"Beaver","001",,,,,,,,,"BEAVER COUNTY",1249,65
"G4900030","1980","4","8","Utah","49",,"Box Elder","003",,,,,,,,,"BOX ELDER COUNTY",8669,329
"G4900050","1980","4","8","Utah","49",,"Cache","005",,,,,,,,,"CACHE COUNTY",15451,500
"G4900070","1980","4","8","Utah","49",,"Carbon","007",,,,,,,,,"CARBON COUNTY",5998,293
"G4900090","1980","4","8","Utah","49",,"Daggett","009",,,,,,,,,"DAGGETT COUNTY",217,4
"G4900110","1980","4","8","Utah","49","7160","Davis","011",,,,,,,,,"DAVIS COUNTY",34907,1226
"G4900130","1980","4","8","Utah","49",,"Duchesne","013",,,,,,,,,"DUCHESNE COUNTY",3145,130
"G4900150","1980","4","8","Utah","49",,"Emery","015",,,,,,,,,"EMERY COUNTY",2864,115
"G4900170","1980","4","8","Utah","49",,"Garfield","017",,,,,,,,,"GARFIELD COUNTY",1020,59
"G4900190","1980","4","8","Utah","49",,"Grand","019",,,,,,,,,"GRAND COUNTY",2349,164
"G4900210","1980","4","8","Utah","49",,"Iron","021",,,,,,,,,"IRON COUNTY",4679,143
"G4900230","1980","4","8","Utah","49",,"Juab","023",,,,,,,,,"JUAB COUNTY",1390,85
"G4900250","1980","4","8","Utah","49",,"Kane","025",,,,,,,,,"KANE COUNTY",1104,61
"G4900270","1980","4","8","Utah","49",,"Millard","027",,,,,,,,,"MILLARD COUNTY",2050,94
"G4900290","1980","4","8","Utah","49",,"Morgan","029",,,,,,,,,"MORGAN COUNTY",1151,19
"G4900310","1980","4","8","Utah","49",,"Piute","031",,,,,,,,,"PIUTE COUNTY",369,28
"G4900330","1980","4","8","Utah","49",,"Rich","033",,,,,,,,,"RICH COUNTY",590,16
"G4900350","1980","4","8","Utah","49","7160","Salt Lake","035",,,,,,,,,"SALT LAKE COUNTY",173819,8687
"G4900370","1980","4","8","Utah","49",,"San Juan","037",,,,,,,,,"SAN JUAN COUNTY",2140,297
"G4900390","1980","4","8","Utah","49",,"Sanpete","039",,,,,,,,,"SANPETE COUNTY",3938,169
"G4900410","1980","4","8","Utah","49",,"Sevier","041",,,,,,,,,"SEVIER COUNTY",3991,280
"G4900430","1980","4","8","Utah","49",,"Summit","043",,,,,,,,,"SUMMIT COUNTY",2974,72
"G4900450","1980","4","8","Utah","49","7160","Tooele","045",,,,,,,,,"TOOELE COUNTY",6969,309
"G4900470","1980","4","8","Utah","49",,"Uintah","047",,,,,,,,,"UINTAH COUNTY",5158,260
"G4900490","1980","4","8","Utah","49","6520","Utah","049",,,,,,,,,"UTAH COUNTY",49813,2514
"G4900510","1980","4","8","Utah","49",,"Wasatch","051",,,,,,,,,"WASATCH COUNTY",2246,87
"G4900530","1980","4","8","Utah","49",,"Washington","053",,,,,,,,,"WASHINGTON COUNTY",6623,218
"G4900550","1980","4","8","Utah","49",,"Wayne","055",,,,,,,,,"WAYNE COUNTY",583,20
"G4900570","1980","4","8","Utah","49","7160","Weber","057",,,,,,,,,"WEBER COUNTY",40611,2393
"G5000010","1980","1","1","Vermont","50",,"Addison","001",,,,,,,,,"ADDISON COUNTY",7795,643
"G5000030","1980","1","1","Vermont","50",,"Bennington","003",,,,,,,,,"BENNINGTON COUNTY",10136,777
"G5000050","1980","1","1","Vermont","50",,"Caledonia","005",,,,,,,,,"CALEDONIA COUNTY",7440,707
"G5000070","1980","1","1","Vermont","50",,"Chittenden","007",,,,,,,,,"CHITTENDEN COUNTY",31506,2161
"G5000090","1980","1","1","Vermont","50",,"Essex","009",,,,,,,,,"ESSEX COUNTY",1738,173
"G5000110","1980","1","1","Vermont","50",,"Franklin","011",,,,,,,,,"FRANKLIN COUNTY",9051,1177
"G5000130","1980","1","1","Vermont","50",,"Grand Isle","013",,,,,,,,,"GRAND ISLE COUNTY",1269,152
"G5000150","1980","1","1","Vermont","50",,"Lamoille","015",,,,,,,,,"LAMOILLE COUNTY",4846,457
"G5000170","1980","1","1","Vermont","50",,"Orange","017",,,,,,,,,"ORANGE COUNTY",6080,513
"G5000190","1980","1","1","Vermont","50",,"Orleans","019",,,,,,,,,"ORLEANS COUNTY",6651,588
"G5000210","1980","1","1","Vermont","50",,"Rutland","021",,,,,,,,,"RUTLAND COUNTY",16785,1360
"G5000230","1980","1","1","Vermont","50",,"Washington","023",,,,,,,,,"WASHINGTON COUNTY",15292,1315
"G5000250","1980","1","1","Vermont","50",,"Windham","025",,,,,,,,,"WINDHAM COUNTY",11197,888
"G5000270","1980","1","1","Vermont","50",,"Windsor","027",,,,,,,,,"WINDSOR COUNTY",15700,1142
"G5100010","1980","3","5","Virginia","51",,"Accomack","001",,,,,,,,,"ACCOMACK COUNTY",9098,943
"G5100030","1980","3","5","Virginia","51","1540","Albemarle","003",,,,,,,,,"ALBEMARLE COUNTY",15960,680
"G5100050","1980","3","5","Virginia","51",,"Alleghany","005",,,,,,,,,"ALLEGHANY COUNTY",4236,241
"G5100070","1980","3","5","Virginia","51",,"Amelia","007",,,,,,,,,"AMELIA COUNTY",1885,235
"G5100090","1980","3","5","Virginia","51","4640","Amherst","009",,,,,,,,,"AMHERST COUNTY",7719,488
"G5100110","1980","3","5","Virginia","51","4640","Appomattox","011",,,,,,,,,"APPOMATTOX COUNTY",3474,304
"G5100130","1980","3","5","Virginia","51","8840","Arlington","013",,,,,,,,,"ARLINGTON COUNTY",62547,1934
"G5100150","1980","3","5","Virginia","51",,"Augusta","015",,,,,,,,,"AUGUSTA COUNTY",15586,959
"G5100170","1980","3","5","Virginia","51",,"Bath","017",,,,,,,,,"BATH COUNTY",1650,119
"G5100190","1980","3","5","Virginia","51",,"Bedford","019",,,,,,,,,"BEDFORD COUNTY",10480,435
"G5100210","1980","3","5","Virginia","51",,"Bland","021",,,,,,,,,"BLAND COUNTY",1768,111
"G5100230","1980","3","5","Virginia","51","6800","Botetourt","023",,,,,,,,,"BOTETOURT COUNTY",7094,410
"G5100250","1980","3","5","Virginia","51",,"Brunswick","025",,,,,,,,,"BRUNSWICK COUNTY",3909,467
"G5100270","1980","3","5","Virginia","51",,"Buchanan","027",,,,,,,,,"BUCHANAN COUNTY",9371,861
"G5100290","1980","3","5","Virginia","51",,"Buckingham","029",,,,,,,,,"BUCKINGHAM COUNTY",3189,328
"G5100310","1980","3","5","Virginia","51","4640","Campbell","031",,,,,,,,,"CAMPBELL COUNTY",12939,773
"G5100330","1980","3","5","Virginia","51",,"Caroline","033",,,,,,,,,"CAROLINE COUNTY",4362,343
"G5100350","1980","3","5","Virginia","51",,"Carroll","035",,,,,,,,,"CARROLL COUNTY",8209,844
"G5100360","1980","3","5","Virginia","51","6760","Charles City","036",,,,,,,,,"CHARLES CITY COUNTY",1405,138
"G5100370","1980","3","5","Virginia","51",,"Charlotte","037",,,,,,,,,"CHARLOTTE COUNTY",3155,317
"G5100410","1980","3","5","Virginia","51","6760","Chesterfield","041",,,,,,,,,"CHESTERFIELD COUNTY",40681,950
"G5100430","1980","3","5","Virginia","51",,"Clarke","043",,,,,,,,,"CLARKE COUNTY",2898,141
"G5100450","1980","3","5","Virginia","51","6800","Craig","045",,,,,,,,,"CRAIG COUNTY",1316,77
"G5100470","1980","3","5","Virginia","51",,"Culpeper","047",,,,,,,,,"CULPEPER COUNTY",5957,427
"G5100490","1980","3","5","Virginia","51",,"Cumberland","049",,,,,,,,,"CUMBERLAND COUNTY",1980,298
"G5100510","1980","3","5","Virginia","51",,"Dickenson","051",,,,,,,,,"DICKENSON COUNTY",4860,548
"G5100530","1980","3","5","Virginia","51","6140","Dinwiddie","053",,,,,,,,,"DINWIDDIE COUNTY",5354,359
"G5100570","1980","3","5","Virginia","51",,"Essex","057",,,,,,,,,"ESSEX COUNTY",2242,215
"G5100590","1980","3","5","Virginia","51","8840","Fairfax","059",,,,,,,,,"FAIRFAX COUNTY",183061,3885
"G5100610","1980","3","5","Virginia","51",,"Fauquier","061",,,,,,,,,"FAUQUIER COUNTY",9774,503
"G5100630","1980","3","5","Virginia","51",,"Floyd","063",,,,,,,,,"FLOYD COUNTY",3531,230
"G5100650","1980","3","5","Virginia","51","1540","Fluvanna","065",,,,,,,,,"FLUVANNA COUNTY",2737,250
"G5100670","1980","3","5","Virginia","51",,"Franklin","067",,,,,,,,,"FRANKLIN COUNTY",10044,603
"G5100690","1980","3","5","Virginia","51",,"Frederick","069",,,,,,,,,"FREDERICK COUNTY",9891,461
"G5100710","1980","3","5","Virginia","51",,"Giles","071",,,,,,,,,"GILES COUNTY",5341,378
"G5100730","1980","3","5","Virginia","51","5680","Gloucester","073",,,,,,,,,"GLOUCESTER COUNTY",5640,470
"G5100750","1980","3","5","Virginia","51","6760","Goochland","075",,,,,,,,,"GOOCHLAND COUNTY",2850,171
"G5100770","1980","3","5","Virginia","51",,"Grayson","077",,,,,,,,,"GRAYSON COUNTY",5122,514
"G5100790","1980","3","5","Virginia","51","1540","Greene","079",,,,,,,,,"GREENE COUNTY",2048,145
"G5100810","1980","3","5","Virginia","51",,"Greensville","081",,,,,,,,,"GREENSVILLE COUNTY",2476,388
"G5100830","1980","3","5","Virginia","51",,"Halifax","083",,,,,,,,,"HALIFAX COUNTY",7990,977
"G5100850","1980","3","5","Virginia","51","6760","Hanover","085",,,,,,,,,"HANOVER COUNTY",13949,464
"G5100870","1980","3","5","Virginia","51","6760","Henrico","087",,,,,,,,,"HENRICO COUNTY",58742,1760
"G5100890","1980","3","5","Virginia","51",,"Henry","089",,,,,,,,,"HENRY COUNTY",16448,804
"G5100910","1980","3","5","Virginia","51",,"Highland","091",,,,,,,,,"HIGHLAND COUNTY",984,55
"G5100930","1980","3","5","Virginia","51",,"Isle Of Wight","093",,,,,,,,,"ISLE OF WIGHT COUNTY",5264,407
"G5100950","1980","3","5","Virginia","51","5680","James City","095",,,,,,,,,"JAMES CITY COUNTY",6457,415
"G5100970","1980","3","5","Virginia","51",,"King And Queen","097",,,,,,,,,"KING AND QUEEN COUNTY",1544,169
"G5100990","1980","3","5","Virginia","51",,"King George","099",,,,,,,,,"KING GEORGE COUNTY",2990,126
"G5101010","1980","3","5","Virginia","51",,"King William","101",,,,,,,,,"KING WILLIAM COUNTY",2335,195
"G5101030","1980","3","5","Virginia","51",,"Lancaster","103",,,,,,,,,"LANCASTER COUNTY",2928,229
"G5101050","1980","3","5","Virginia","51",,"Lee","105",,,,,,,,,"LEE COUNTY",6754,1229
"G5101070","1980","3","5","Virginia","51","8840","Loudoun","107",,,,,,,,,"LOUDOUN COUNTY",16190,411
"G5101090","1980","3","5","Virginia","51",,"Louisa","109",,,,,,,,,"LOUISA COUNTY",4613,348
"G5101110","1980","3","5","Virginia","51",,"Lunenburg","111",,,,,,,,,"LUNENBURG COUNTY",3272,277
"G5101130","1980","3","5","Virginia","51",,"Madison","113",,,,,,,,,"MADISON COUNTY",2657,262
"G5101150","1980","3","5","Virginia","51",,"Mathews","115",,,,,,,,,"MATHEWS COUNTY",2692,140
"G5101170","1980","3","5","Virginia","51",,"Mecklenburg","117",,,,,,,,,"MECKLENBURG COUNTY",8154,750
"G5101190","1980","3","5","Virginia","51",,"Middlesex","119",,,,,,,,,"MIDDLESEX COUNTY",2375,126
"G5101210","1980","3","5","Virginia","51",,"Montgomery","121",,,,,,,,,"MONTGOMERY COUNTY",18113,978
