GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,URB_AREAA,CDA,AIANHHA,ZIPA,AREANAME,DSN001,DSN002
"G1801670","1980","2","3","Indiana","18","8320","Vigo","167",,,,,,,,,"VIGO COUNTY",31689,1537
"G1801690","1980","2","3","Indiana","18",,"Wabash","169",,,,,,,,,"WABASH COUNTY",10194,315
"G1801710","1980","2","3","Indiana","18",,"Warren","171",,,,,,,,,"WARREN COUNTY",2466,115
"G1801730","1980","2","3","Indiana","18","2440","Warrick","173",,,,,,,,,"WARRICK COUNTY",12123,386
"G1801750","1980","2","3","Indiana","18",,"Washington","175",,,,,,,,,"WASHINGTON COUNTY",6449,347
"G1801770","1980","2","3","Indiana","18",,"Wayne","177",,,,,,,,,"WAYNE COUNTY",23597,1727
"G1801790","1980","2","3","Indiana","18","2760","Wells","179",,,,,,,,,"WELLS COUNTY",7855,277
"G1801810","1980","2","3","Indiana","18",,"White","181",,,,,,,,,"WHITE COUNTY",7105,232
"G1801830","1980","2","3","Indiana","18",,"Whitley","183",,,,,,,,,"WHITLEY COUNTY",7644,198
"G1900010","1980","2","4","Iowa","19",,"Adair","001",,,,,,,,,"ADAIR COUNTY",2931,153
"G1900030","1980","2","4","Iowa","19",,"Adams","003",,,,,,,,,"ADAMS COUNTY",1837,92
"G1900050","1980","2","4","Iowa","19",,"Allamakee","005",,,,,,,,,"ALLAMAKEE COUNTY",4480,348
"G1900070","1980","2","4","Iowa","19",,"Appanoose","007",,,,,,,,,"APPANOOSE COUNTY",4871,638
"G1900090","1980","2","4","Iowa","19",,"Audubon","009",,,,,,,,,"AUDUBON COUNTY",2819,135
"G1900110","1980","2","4","Iowa","19",,"Benton","011",,,,,,,,,"BENTON COUNTY",7406,390
"G1900130","1980","2","4","Iowa","19","8920","Black Hawk","013",,,,,,,,,"BLACK HAWK COUNTY",40029,2938
"G1900150","1980","2","4","Iowa","19",,"Boone","015",,,,,,,,,"BOONE COUNTY",8603,558
"G1900170","1980","2","4","Iowa","19",,"Bremer","017",,,,,,,,,"BREMER COUNTY",7223,373
"G1900190","1980","2","4","Iowa","19",,"Buchanan","019",,,,,,,,,"BUCHANAN COUNTY",6419,441
"G1900210","1980","2","4","Iowa","19",,"Buena Vista","021",,,,,,,,,"BUENA VISTA COUNTY",6543,344
"G1900230","1980","2","4","Iowa","19",,"Butler","023",,,,,,,,,"BUTLER COUNTY",5402,271
"G1900250","1980","2","4","Iowa","19",,"Calhoun","025",,,,,,,,,"CALHOUN COUNTY",4374,267
"G1900270","1980","2","4","Iowa","19",,"Carroll","027",,,,,,,,,"CARROLL COUNTY",6884,307
"G1900290","1980","2","4","Iowa","19",,"Cass","029",,,,,,,,,"CASS COUNTY",5770,329
"G1900310","1980","2","4","Iowa","19",,"Cedar","031",,,,,,,,,"CEDAR COUNTY",5854,335
"G1900330","1980","2","4","Iowa","19",,"Cerro Gordo","033",,,,,,,,,"CERRO GORDO COUNTY",15891,991
"G1900350","1980","2","4","Iowa","19",,"Cherokee","035",,,,,,,,,"CHEROKEE COUNTY",5187,312
"G1900370","1980","2","4","Iowa","19",,"Chickasaw","037",,,,,,,,,"CHICKASAW COUNTY",4604,234
"G1900390","1980","2","4","Iowa","19",,"Clarke","039",,,,,,,,,"CLARKE COUNTY",2793,203
"G1900410","1980","2","4","Iowa","19",,"Clay","041",,,,,,,,,"CLAY COUNTY",6307,320
"G1900430","1980","2","4","Iowa","19",,"Clayton","043",,,,,,,,,"CLAYTON COUNTY",6393,344
"G1900450","1980","2","4","Iowa","19",,"Clinton","045",,,,,,,,,"CLINTON COUNTY",17535,937
"G1900470","1980","2","4","Iowa","19",,"Crawford","047",,,,,,,,,"CRAWFORD COUNTY",5686,319
"G1900490","1980","2","4","Iowa","19",,"Dallas","049",,,,,,,,,"DALLAS COUNTY",9165,478
"G1900510","1980","2","4","Iowa","19",,"Davis","051",,,,,,,,,"DAVIS COUNTY",2656,250
"G1900530","1980","2","4","Iowa","19",,"Decatur","053",,,,,,,,,"DECATUR COUNTY",2892,256
"G1900550","1980","2","4","Iowa","19",,"Delaware","055",,,,,,,,,"DELAWARE COUNTY",5472,297
"G1900570","1980","2","4","Iowa","19",,"Des Moines","057",,,,,,,,,"DES MOINES COUNTY",15030,912
"G1900590","1980","2","4","Iowa","19",,"Dickinson","059",,,,,,,,,"DICKINSON COUNTY",5246,209
"G1900610","1980","2","4","Iowa","19","2200","Dubuque","061",,,,,,,,,"DUBUQUE COUNTY",25669,1358
"G1900630","1980","2","4","Iowa","19",,"Emmet","063",,,,,,,,,"EMMET COUNTY",3960,294
"G1900650","1980","2","4","Iowa","19",,"Fayette","065",,,,,,,,,"FAYETTE COUNTY",7721,504
"G1900670","1980","2","4","Iowa","19",,"Floyd","067",,,,,,,,,"FLOYD COUNTY",6174,368
"G1900690","1980","2","4","Iowa","19",,"Franklin","069",,,,,,,,,"FRANKLIN COUNTY",4158,218
"G1900710","1980","2","4","Iowa","19",,"Fremont","071",,,,,,,,,"FREMONT COUNTY",3182,204
"G1900730","1980","2","4","Iowa","19",,"Greene","073",,,,,,,,,"GREENE COUNTY",4099,205
"G1900750","1980","2","4","Iowa","19",,"Grundy","075",,,,,,,,,"GRUNDY COUNTY",4446,150
"G1900770","1980","2","4","Iowa","19",,"Guthrie","077",,,,,,,,,"GUTHRIE COUNTY",3919,223
"G1900790","1980","2","4","Iowa","19",,"Hamilton","079",,,,,,,,,"HAMILTON COUNTY",5493,286
"G1900810","1980","2","4","Iowa","19",,"Hancock","081",,,,,,,,,"HANCOCK COUNTY",4256,177
"G1900830","1980","2","4","Iowa","19",,"Hardin","083",,,,,,,,,"HARDIN COUNTY",6906,417
"G1900850","1980","2","4","Iowa","19",,"Harrison","085",,,,,,,,,"HARRISON COUNTY",5072,315
"G1900870","1980","2","4","Iowa","19",,"Henry","087",,,,,,,,,"HENRY COUNTY",5817,358
"G1900890","1980","2","4","Iowa","19",,"Howard","089",,,,,,,,,"HOWARD COUNTY",3399,225
"G1900910","1980","2","4","Iowa","19",,"Humboldt","091",,,,,,,,,"HUMBOLDT COUNTY",3895,252
"G1900930","1980","2","4","Iowa","19",,"Ida","093",,,,,,,,,"IDA COUNTY",2862,126
"G1900950","1980","2","4","Iowa","19",,"Iowa","095",,,,,,,,,"IOWA COUNTY",4940,234
"G1900970","1980","2","4","Iowa","19",,"Jackson","097",,,,,,,,,"JACKSON COUNTY",6654,439
"G1900990","1980","2","4","Iowa","19",,"Jasper","099",,,,,,,,,"JASPER COUNTY",11679,623
"G1901010","1980","2","4","Iowa","19",,"Jefferson","101",,,,,,,,,"JEFFERSON COUNTY",4889,374
"G1901030","1980","2","4","Iowa","19","3500","Johnson","103",,,,,,,,,"JOHNSON COUNTY",26901,716
"G1901050","1980","2","4","Iowa","19",,"Jones","105",,,,,,,,,"JONES COUNTY",5559,324
"G1901070","1980","2","4","Iowa","19",,"Keokuk","107",,,,,,,,,"KEOKUK COUNTY",4110,281
"G1901090","1980","2","4","Iowa","19",,"Kossuth","109",,,,,,,,,"KOSSUTH COUNTY",6870,312
"G1901110","1980","2","4","Iowa","19",,"Lee","111",,,,,,,,,"LEE COUNTY",13257,857
"G1901130","1980","2","4","Iowa","19","1360","Linn","113",,,,,,,,,"LINN COUNTY",53929,2530
"G1901150","1980","2","4","Iowa","19",,"Louisa","115",,,,,,,,,"LOUISA COUNTY",3616,258
"G1901170","1980","2","4","Iowa","19",,"Lucas","117",,,,,,,,,"LUCAS COUNTY",3380,241
"G1901190","1980","2","4","Iowa","19",,"Lyon","119",,,,,,,,,"LYON COUNTY",3888,153
"G1901210","1980","2","4","Iowa","19",,"Madison","121",,,,,,,,,"MADISON COUNTY",3862,188
"G1901230","1980","2","4","Iowa","19",,"Mahaska","123",,,,,,,,,"MAHASKA COUNTY",7145,459
"G1901250","1980","2","4","Iowa","19",,"Marion","125",,,,,,,,,"MARION COUNTY",8851,524
"G1901270","1980","2","4","Iowa","19",,"Marshall","127",,,,,,,,,"MARSHALL COUNTY",13345,764
"G1901290","1980","2","4","Iowa","19",,"Mills","129",,,,,,,,,"MILLS COUNTY",3811,244
"G1901310","1980","2","4","Iowa","19",,"Mitchell","131",,,,,,,,,"MITCHELL COUNTY",3777,221
"G1901330","1980","2","4","Iowa","19",,"Monona","133",,,,,,,,,"MONONA COUNTY",3833,304
"G1901350","1980","2","4","Iowa","19",,"Monroe","135",,,,,,,,,"MONROE COUNTY",3028,194
"G1901370","1980","2","4","Iowa","19",,"Montgomery","137",,,,,,,,,"MONTGOMERY COUNTY",4569,231
"G1901390","1980","2","4","Iowa","19",,"Muscatine","139",,,,,,,,,"MUSCATINE COUNTY",12037,764
"G1901410","1980","2","4","Iowa","19",,"O Brien","141",,,,,,,,,"O'BRIEN COUNTY",5393,207
"G1901430","1980","2","4","Iowa","19",,"Osceola","143",,,,,,,,,"OSCEOLA COUNTY",2685,130
"G1901450","1980","2","4","Iowa","19",,"Page","145",,,,,,,,,"PAGE COUNTY",6324,428
"G1901470","1980","2","4","Iowa","19",,"Palo Alto","147",,,,,,,,,"PALO ALTO COUNTY",3941,205
"G1901490","1980","2","4","Iowa","19",,"Plymouth","149",,,,,,,,,"PLYMOUTH COUNTY",7177,368
"G1901510","1980","2","4","Iowa","19",,"Pocahontas","151",,,,,,,,,"POCAHONTAS COUNTY",3660,183
"G1901530","1980","2","4","Iowa","19","2120","Polk","153",,,,,,,,,"POLK COUNTY",97152,5650
"G1901550","1980","2","4","Iowa","19","5920","Pottawattamie","155",,,,,,,,,"POTTAWATTAMIE COUNTY",25768,1901
"G1901570","1980","2","4","Iowa","19",,"Poweshiek","157",,,,,,,,,"POWESHIEK COUNTY",5946,302
"G1901590","1980","2","4","Iowa","19",,"Ringgold","159",,,,,,,,,"RINGGOLD COUNTY",1961,184
"G1901610","1980","2","4","Iowa","19",,"Sac","161",,,,,,,,,"SAC COUNTY",4616,219
"G1901630","1980","2","4","Iowa","19","1960","Scott","163",,,,,,,,,"SCOTT COUNTY",48308,2510
"G1901650","1980","2","4","Iowa","19",,"Shelby","165",,,,,,,,,"SHELBY COUNTY",4468,172
"G1901670","1980","2","4","Iowa","19",,"Sioux","167",,,,,,,,,"SIOUX COUNTY",8554,287
"G1901690","1980","2","4","Iowa","19",,"Story","169",,,,,,,,,"STORY COUNTY",20991,630
"G1901710","1980","2","4","Iowa","19",,"Tama","171",,,,,,,,,"TAMA COUNTY",5940,380
"G1901730","1980","2","4","Iowa","19",,"Taylor","173",,,,,,,,,"TAYLOR COUNTY",2666,198
"G1901750","1980","2","4","Iowa","19",,"Union","175",,,,,,,,,"UNION COUNTY",4288,413
"G1901770","1980","2","4","Iowa","19",,"Van Buren","177",,,,,,,,,"VAN BUREN COUNTY",2594,159
"G1901790","1980","2","4","Iowa","19",,"Wapello","179",,,,,,,,,"WAPELLO COUNTY",12533,1027
"G1901810","1980","2","4","Iowa","19","2120","Warren","181",,,,,,,,,"WARREN COUNTY",10248,399
"G1901830","1980","2","4","Iowa","19",,"Washington","183",,,,,,,,,"WASHINGTON COUNTY",6361,271
"G1901850","1980","2","4","Iowa","19",,"Wayne","185",,,,,,,,,"WAYNE COUNTY",2769,231
"G1901870","1980","2","4","Iowa","19",,"Webster","187",,,,,,,,,"WEBSTER COUNTY",13844,1154
"G1901890","1980","2","4","Iowa","19",,"Winnebago","189",,,,,,,,,"WINNEBAGO COUNTY",4120,187
"G1901910","1980","2","4","Iowa","19",,"Winneshiek","191",,,,,,,,,"WINNESHIEK COUNTY",6137,223
"G1901930","1980","2","4","Iowa","19","7720","Woodbury","193",,,,,,,,,"WOODBURY COUNTY",30538,2395
"G1901950","1980","2","4","Iowa","19",,"Worth","195",,,,,,,,,"WORTH COUNTY",2992,176
"G1901970","1980","2","4","Iowa","19",,"Wright","197",,,,,,,,,"WRIGHT COUNTY",5110,337
"G2000010","1980","2","4","Kansas","20",,"Allen","001",,,,,,,,,"ALLEN COUNTY",5176,325
"G2000030","1980","2","4","Kansas","20",,"Anderson","003",,,,,,,,,"ANDERSON COUNTY",2566,138
"G2000050","1980","2","4","Kansas","20",,"Atchison","005",,,,,,,,,"ATCHISON COUNTY",4716,273
"G2000070","1980","2","4","Kansas","20",,"Barber","007",,,,,,,,,"BARBER COUNTY",2266,103
"G2000090","1980","2","4","Kansas","20",,"Barton","009",,,,,,,,,"BARTON COUNTY",10570,381
"G2000110","1980","2","4","Kansas","20",,"Bourbon","011",,,,,,,,,"BOURBON COUNTY",5329,343
"G2000130","1980","2","4","Kansas","20",,"Brown","013",,,,,,,,,"BROWN COUNTY",3703,228
"G2000150","1980","2","4","Kansas","20","9040","Butler","015",,,,,,,,,"BUTLER COUNTY",13811,680
"G2000170","1980","2","4","Kansas","20",,"Chase","017",,,,,,,,,"CHASE COUNTY",1017,59
"G2000190","1980","2","4","Kansas","20",,"Chautauqua","019",,,,,,,,,"CHAUTAUQUA COUNTY",1595,110
"G2000210","1980","2","4","Kansas","20",,"Cherokee","021",,,,,,,,,"CHEROKEE COUNTY",6988,774
"G2000230","1980","2","4","Kansas","20",,"Cheyenne","023",,,,,,,,,"CHEYENNE COUNTY",1368,61
"G2000250","1980","2","4","Kansas","20",,"Clark","025",,,,,,,,,"CLARK COUNTY",947,27
"G2000270","1980","2","4","Kansas","20",,"Clay","027",,,,,,,,,"CLAY COUNTY",3024,185
"G2000290","1980","2","4","Kansas","20",,"Cloud","029",,,,,,,,,"CLOUD COUNTY",4290,249
"G2000310","1980","2","4","Kansas","20",,"Coffey","031",,,,,,,,,"COFFEY COUNTY",3029,124
"G2000330","1980","2","4","Kansas","20",,"Comanche","033",,,,,,,,,"COMANCHE COUNTY",815,33
"G2000350","1980","2","4","Kansas","20",,"Cowley","035",,,,,,,,,"COWLEY COUNTY",12039,545
"G2000370","1980","2","4","Kansas","20",,"Crawford","037",,,,,,,,,"CRAWFORD COUNTY",13141,745
"G2000390","1980","2","4","Kansas","20",,"Decatur","039",,,,,,,,,"DECATUR COUNTY",1675,42
"G2000410","1980","2","4","Kansas","20",,"Dickinson","041",,,,,,,,,"DICKINSON COUNTY",6341,308
"G2000430","1980","2","4","Kansas","20",,"Doniphan","043",,,,,,,,,"DONIPHAN COUNTY",2580,180
"G2000450","1980","2","4","Kansas","20","4150","Douglas","045",,,,,,,,,"DOUGLAS COUNTY",20407,732
"G2000470","1980","2","4","Kansas","20",,"Edwards","047",,,,,,,,,"EDWARDS COUNTY",1564,68
"G2000490","1980","2","4","Kansas","20",,"Elk","049",,,,,,,,,"ELK COUNTY",1296,92
"G2000510","1980","2","4","Kansas","20",,"Ellis","051",,,,,,,,,"ELLIS COUNTY",8324,265
"G2000530","1980","2","4","Kansas","20",,"Ellsworth","053",,,,,,,,,"ELLSWORTH COUNTY",2208,73
"G2000550","1980","2","4","Kansas","20",,"Finney","055",,,,,,,,,"FINNEY COUNTY",7397,315
"G2000570","1980","2","4","Kansas","20",,"Ford","057",,,,,,,,,"FORD COUNTY",7974,288
"G2000590","1980","2","4","Kansas","20",,"Franklin","059",,,,,,,,,"FRANKLIN COUNTY",6730,333
"G2000610","1980","2","4","Kansas","20",,"Geary","061",,,,,,,,,"GEARY COUNTY",8100,571
"G2000630","1980","2","4","Kansas","20",,"Gove","063",,,,,,,,,"GOVE COUNTY",1158,24
"G2000650","1980","2","4","Kansas","20",,"Graham","065",,,,,,,,,"GRAHAM COUNTY",1352,55
"G2000670","1980","2","4","Kansas","20",,"Grant","067",,,,,,,,,"GRANT COUNTY",2057,73
"G2000690","1980","2","4","Kansas","20",,"Gray","069",,,,,,,,,"GRAY COUNTY",1655,28
"G2000710","1980","2","4","Kansas","20",,"Greeley","071",,,,,,,,,"GREELEY COUNTY",561,18
"G2000730","1980","2","4","Kansas","20",,"Greenwood","073",,,,,,,,,"GREENWOOD COUNTY",2879,145
"G2000750","1980","2","4","Kansas","20",,"Hamilton","075",,,,,,,,,"HAMILTON COUNTY",848,24
"G2000770","1980","2","4","Kansas","20",,"Harper","077",,,,,,,,,"HARPER COUNTY",2601,112
"G2000790","1980","2","4","Kansas","20",,"Harvey","079",,,,,,,,,"HARVEY COUNTY",9145,396
"G2000810","1980","2","4","Kansas","20",,"Haskell","081",,,,,,,,,"HASKELL COUNTY",1154,30
"G2000830","1980","2","4","Kansas","20",,"Hodgeman","083",,,,,,,,,"HODGEMAN COUNTY",778,23
"G2000850","1980","2","4","Kansas","20",,"Jackson","085",,,,,,,,,"JACKSON COUNTY",3354,164
"G2000870","1980","2","4","Kansas","20","8440","Jefferson","087",,,,,,,,,"JEFFERSON COUNTY",4074,203
"G2000890","1980","2","4","Kansas","20",,"Jewell","089",,,,,,,,,"JEWELL COUNTY",1845,71
"G2000910","1980","2","4","Kansas","20","3760","Johnson","091",,,,,,,,,"JOHNSON COUNTY",85550,1807
"G2000930","1980","2","4","Kansas","20",,"Kearny","093",,,,,,,,,"KEARNY COUNTY",1085,38
"G2000950","1980","2","4","Kansas","20",,"Kingman","095",,,,,,,,,"KINGMAN COUNTY",2716,118
"G2000970","1980","2","4","Kansas","20",,"Kiowa","097",,,,,,,,,"KIOWA COUNTY",1240,67
"G2000990","1980","2","4","Kansas","20",,"Labette","099",,,,,,,,,"LABETTE COUNTY",7925,709
"G2001010","1980","2","4","Kansas","20",,"Lane","101",,,,,,,,,"LANE COUNTY",807,24
"G2001030","1980","2","4","Kansas","20",,"Leavenworth","103",,,,,,,,,"LEAVENWORTH COUNTY",14311,752
"G2001050","1980","2","4","Kansas","20",,"Lincoln","105",,,,,,,,,"LINCOLN COUNTY",1575,42
"G2001070","1980","2","4","Kansas","20",,"Linn","107",,,,,,,,,"LINN COUNTY",2550,187
"G2001090","1980","2","4","Kansas","20",,"Logan","109",,,,,,,,,"LOGAN COUNTY",1209,53
"G2001110","1980","2","4","Kansas","20",,"Lyon","111",,,,,,,,,"LYON COUNTY",11463,371
"G2001130","1980","2","4","Kansas","20",,"McPherson","113",,,,,,,,,"MCPHERSON COUNTY",8732,216
"G2001150","1980","2","4","Kansas","20",,"Marion","115",,,,,,,,,"MARION COUNTY",4265,147
"G2001170","1980","2","4","Kansas","20",,"Marshall","117",,,,,,,,,"MARSHALL COUNTY",4229,184
"G2001190","1980","2","4","Kansas","20",,"Meade","119",,,,,,,,,"MEADE COUNTY",1618,33
"G2001210","1980","2","4","Kansas","20",,"Miami","121",,,,,,,,,"MIAMI COUNTY",6492,278
"G2001230","1980","2","4","Kansas","20",,"Mitchell","123",,,,,,,,,"MITCHELL COUNTY",2967,112
"G2001250","1980","2","4","Kansas","20",,"Montgomery","125",,,,,,,,,"MONTGOMERY COUNTY",13510,866
"G2001270","1980","2","4","Kansas","20",,"Morris","127",,,,,,,,,"MORRIS COUNTY",2048,92
"G2001290","1980","2","4","Kansas","20",,"Morton","129",,,,,,,,,"MORTON COUNTY",1085,35
"G2001310","1980","2","4","Kansas","20",,"Nemaha","131",,,,,,,,,"NEMAHA COUNTY",3076,149
"G2001330","1980","2","4","Kansas","20",,"Neosho","133",,,,,,,,,"NEOSHO COUNTY",5872,383
"G2001350","1980","2","4","Kansas","20",,"Ness","135",,,,,,,,,"NESS COUNTY",1552,63
"G2001370","1980","2","4","Kansas","20",,"Norton","137",,,,,,,,,"NORTON COUNTY",2327,103
"G2001390","1980","2","4","Kansas","20","8440","Osage","139",,,,,,,,,"OSAGE COUNTY",4621,290
"G2001410","1980","2","4","Kansas","20",,"Osborne","141",,,,,,,,,"OSBORNE COUNTY",2212,75
"G2001430","1980","2","4","Kansas","20",,"Ottawa","143",,,,,,,,,"OTTAWA COUNTY",2030,71
"G2001450","1980","2","4","Kansas","20",,"Pawnee","145",,,,,,,,,"PAWNEE COUNTY",2748,103
"G2001470","1980","2","4","Kansas","20",,"Phillips","147",,,,,,,,,"PHILLIPS COUNTY",2457,85
"G2001490","1980","2","4","Kansas","20",,"Pottawatomie","149",,,,,,,,,"POTTAWATOMIE COUNTY",4582,168
"G2001510","1980","2","4","Kansas","20",,"Pratt","151",,,,,,,,,"PRATT COUNTY",3356,110
"G2001530","1980","2","4","Kansas","20",,"Rawlins","153",,,,,,,,,"RAWLINS COUNTY",1379,40
"G2001550","1980","2","4","Kansas","20",,"Reno","155",,,,,,,,,"RENO COUNTY",21296,846
"G2001570","1980","2","4","Kansas","20",,"Republic","157",,,,,,,,,"REPUBLIC COUNTY",2818,91
"G2001590","1980","2","4","Kansas","20",,"Rice","159",,,,,,,,,"RICE COUNTY",3829,106
"G2001610","1980","2","4","Kansas","20",,"Riley","161",,,,,,,,,"RILEY COUNTY",16489,591
"G2001630","1980","2","4","Kansas","20",,"Rooks","163",,,,,,,,,"ROOKS COUNTY",2466,84
"G2001650","1980","2","4","Kansas","20",,"Rush","165",,,,,,,,,"RUSH COUNTY",1540,49
"G2001670","1980","2","4","Kansas","20",,"Russell","167",,,,,,,,,"RUSSELL COUNTY",3114,107
"G2001690","1980","2","4","Kansas","20",,"Saline","169",,,,,,,,,"SALINE COUNTY",16057,827
"G2001710","1980","2","4","Kansas","20",,"Scott","171",,,,,,,,,"SCOTT COUNTY",1872,76
"G2001730","1980","2","4","Kansas","20","9040","Sedgwick","173",,,,,,,,,"SEDGWICK COUNTY",117157,6152
"G2001750","1980","2","4","Kansas","20",,"Seward","175",,,,,,,,,"SEWARD COUNTY",5523,229
"G2001770","1980","2","4","Kansas","20","8440","Shawnee","177",,,,,,,,,"SHAWNEE COUNTY",49642,2656
"G2001790","1980","2","4","Kansas","20",,"Sheridan","179",,,,,,,,,"SHERIDAN COUNTY",1123,27
"G2001810","1980","2","4","Kansas","20",,"Sherman","181",,,,,,,,,"SHERMAN COUNTY",2480,113
"G2001830","1980","2","4","Kansas","20",,"Smith","183",,,,,,,,,"SMITH COUNTY",2262,43
"G2001850","1980","2","4","Kansas","20",,"Stafford","185",,,,,,,,,"STAFFORD COUNTY",2121,46
"G2001870","1980","2","4","Kansas","20",,"Stanton","187",,,,,,,,,"STANTON COUNTY",675,33
"G2001890","1980","2","4","Kansas","20",,"Stevens","189",,,,,,,,,"STEVENS COUNTY",1408,32
"G2001910","1980","2","4","Kansas","20",,"Sumner","191",,,,,,,,,"SUMNER COUNTY",8189,301
"G2001930","1980","2","4","Kansas","20",,"Thomas","193",,,,,,,,,"THOMAS COUNTY",2676,79
"G2001950","1980","2","4","Kansas","20",,"Trego","195",,,,,,,,,"TREGO COUNTY",1449,40
"G2001970","1980","2","4","Kansas","20",,"Wabaunsee","197",,,,,,,,,"WABAUNSEE COUNTY",2032,98
"G2001990","1980","2","4","Kansas","20",,"Wallace","199",,,,,,,,,"WALLACE COUNTY",655,18
"G2002010","1980","2","4","Kansas","20",,"Washington","201",,,,,,,,,"WASHINGTON COUNTY",2721,113
"G2002030","1980","2","4","Kansas","20",,"Wichita","203",,,,,,,,,"WICHITA COUNTY",897,39
"G2002050","1980","2","4","Kansas","20",,"Wilson","205",,,,,,,,,"WILSON COUNTY",3835,256
"G2002070","1980","2","4","Kansas","20",,"Woodson","207",,,,,,,,,"WOODSON COUNTY",1492,91
"G2002090","1980","2","4","Kansas","20","3760","Wyandotte","209",,,,,,,,,"WYANDOTTE COUNTY",50095,4491
"G2100010","1980","3","6","Kentucky","21",,"Adair","001",,,,,,,,,"ADAIR COUNTY",3904,640
"G2100030","1980","3","6","Kentucky","21",,"Allen","003",,,,,,,,,"ALLEN COUNTY",4062,470
"G2100050","1980","3","6","Kentucky","21",,"Anderson","005",,,,,,,,,"ANDERSON COUNTY",3561,278
"G2100070","1980","3","6","Kentucky","21",,"Ballard","007",,,,,,,,,"BALLARD COUNTY",2717,222
"G2100090","1980","3","6","Kentucky","21",,"Barren","009",,,,,,,,,"BARREN COUNTY",9458,1064
"G2100110","1980","3","6","Kentucky","21",,"Bath","011",,,,,,,,,"BATH COUNTY",2688,377
"G2100130","1980","3","6","Kentucky","21",,"Bell","013",,,,,,,,,"BELL COUNTY",8247,1872
"G2100150","1980","3","6","Kentucky","21","1640","Boone","015",,,,"21",,,,,"BOONE COUNTY",12743,662
"G2100170","1980","3","6","Kentucky","21","4280","Bourbon","017",,,,,,,,,"BOURBON COUNTY",5659,541
"G2100190","1980","3","6","Kentucky","21","3400","Boyd","019",,,,,,,,,"BOYD COUNTY",16466,1500
"G2100210","1980","3","6","Kentucky","21",,"Boyle","021",,,,,,,,,"BOYLE COUNTY",7240,617
"G2100230","1980","3","6","Kentucky","21",,"Bracken","023",,,,,,,,,"BRACKEN COUNTY",2159,236
"G2100250","1980","3","6","Kentucky","21",,"Breathitt","025",,,,,,,,,"BREATHITT COUNTY",3875,920
"G2100270","1980","3","6","Kentucky","21",,"Breckinridge","027",,,,,,,,,"BRECKINRIDGE COUNTY",4614,699
"G2100290","1980","3","6","Kentucky","21","4520","Bullitt","029",,,,,,,,,"BULLITT COUNTY",10633,739
"G2100310","1980","3","6","Kentucky","21",,"Butler","031",,,,,,,,,"BUTLER COUNTY",2962,424
"G2100330","1980","3","6","Kentucky","21",,"Caldwell","033",,,,,,,,,"CALDWELL COUNTY",3957,326
"G2100350","1980","3","6","Kentucky","21",,"Calloway","035",,,,,,,,,"CALLOWAY COUNTY",9195,451
"G2100370","1980","3","6","Kentucky","21","1640","Campbell","037",,,,"21",,,,,"CAMPBELL COUNTY",24395,1636
"G2100390","1980","3","6","Kentucky","21",,"Carlisle","039",,,,,,,,,"CARLISLE COUNTY",1682,160
"G2100410","1980","3","6","Kentucky","21",,"Carroll","041",,,,,,,,,"CARROLL COUNTY",2656,346
"G2100430","1980","3","6","Kentucky","21",,"Carter","043",,,,,,,,,"CARTER COUNTY",6598,831
"G2100450","1980","3","6","Kentucky","21",,"Casey","045",,,,,,,,,"CASEY COUNTY",3723,755
"G2100470","1980","3","6","Kentucky","21","1660","Christian","047",,,,,,,,,"CHRISTIAN COUNTY",15507,1453
"G2100490","1980","3","6","Kentucky","21","4280","Clark","049",,,,,,,,,"CLARK COUNTY",8190,889
"G2100510","1980","3","6","Kentucky","21",,"Clay","051",,,,,,,,,"CLAY COUNTY",4701,1649
"G2100530","1980","3","6","Kentucky","21",,"Clinton","053",,,,,,,,,"CLINTON COUNTY",2451,591
"G2100550","1980","3","6","Kentucky","21",,"Crittenden","055",,,,,,,,,"CRITTENDEN COUNTY",2906,236
"G2100570","1980","3","6","Kentucky","21",,"Cumberland","057",,,,,,,,,"CUMBERLAND COUNTY",1791,394
"G2100590","1980","3","6","Kentucky","21","5990","Daviess","059",,,,,,,,,"DAVIESS COUNTY",25347,1863
"G2100610","1980","3","6","Kentucky","21",,"Edmonson","061",,,,,,,,,"EDMONSON COUNTY",2798,334
"G2100630","1980","3","6","Kentucky","21",,"Elliott","063",,,,,,,,,"ELLIOTT COUNTY",1569,334
"G2100650","1980","3","6","Kentucky","21",,"Estill","065",,,,,,,,,"ESTILL COUNTY",3761,612
"G2100670","1980","3","6","Kentucky","21","4280","Fayette","067",,,,,,,,,"FAYETTE COUNTY",63643,4050
"G2100690","1980","3","6","Kentucky","21",,"Fleming","069",,,,,,,,,"FLEMING COUNTY",3455,468
"G2100710","1980","3","6","Kentucky","21",,"Floyd","071",,,,,,,,,"FLOYD COUNTY",12398,1562
"G2100730","1980","3","6","Kentucky","21",,"Franklin","073",,,,,,,,,"FRANKLIN COUNTY",13628,797
"G2100750","1980","3","6","Kentucky","21",,"Fulton","075",,,,,,,,,"FULTON COUNTY",2154,452
"G2100770","1980","3","6","Kentucky","21",,"Gallatin","077",,,,,,,,,"GALLATIN COUNTY",1387,132
"G2100790","1980","3","6","Kentucky","21",,"Garrard","079",,,,,,,,,"GARRARD COUNTY",3336,246
